"id","name","year"
"tt0061184","Who's Afraid of Virginia Woolf?","1966"
"tt0044706","High Noon","1952"
"tt1069238","Departures","2008"
"tt0052618","Ben-Hur","1959"
"tt0038787","Notorious","1946"
"tt0477348","No Country for Old Men","2007"
"tt0107207","In the Name of the Father","1993"
"tt0154420","The Celebration","1998"
"tt0092005","Stand by Me","1986"
"tt0032138","The Wizard of Oz","1939"
"tt0246578","Donnie Darko","2001"
"tt1170358","The Hobbit: The Desolation of Smaug","2013"
"tt0044079","Strangers on a Train","1951"
"tt0046359","Stalag 17","1953"
"tt1555149","Elite Squad: The Enemy Within","2010"
"tt0048424","The Night of the Hunter","1955"
"tt1454468","Gravity","2013"
"tt0083987","Gandhi","1982"
"tt0038355","The Big Sleep","1946"
"tt0053779","La Dolce Vita","1960"
"tt1201607","Harry Potter and the Deathly Hallows: Part 2","2011"
"tt0118694","In the Mood for Love","2000"
"tt0469494","There Will Be Blood","2007"
"tt0113247","La Haine","1995"
"tt0120731","La leggenda del pianista sull'oceano","1998"
"tt0440963","The Bourne Ultimatum","2007"
"tt0405159","Million Dollar Baby","2004"
"tt0085334","A Christmas Story","1983"
"tt0111495","Three Colors: Red","1994"
"tt0054997","The Hustler","1961"
"tt0072684","Barry Lyndon","1975"
"tt0046250","Roman Holiday","1953"
"tt0109424","Chungking Express","1994"
"tt0032904","The Philadelphia Story","1940"
"tt0051459","Cat on a Hot Tin Roof","1958"
"tt1504320","The King's Speech","2010"
"tt0067328","The Last Picture Show","1971"
"tt0087884","Paris, Texas","1984"
"tt0069281","Sleuth","1972"
"tt0112471","Before Sunrise","1995"
"tt1659337","The Perks of Being a Wallflower","2012"
"tt0036613","Arsenic and Old Lace","1944"
"tt0029947","Bringing Up Baby","1938"
"tt0073195","Jaws","1975"
"tt1454029","The Help","2011"
"tt0049406","The Killing","1956"
"tt0056217","The Man Who Shot Liberty Valance","1962"
"tt0052561","Anatomy of a Murder","1959"
"tt0369702","The Sea Inside","2004"
"tt0069293","Solaris","1972"
"tt0114746","Twelve Monkeys","1995"
"tt0053221","Rio Bravo","1959"
"tt0325980","Pirates of the Caribbean: The Curse of the Black Pearl","2003"
"tt0042546","Harvey","1950"
"tt0075148","Rocky","1976"
"tt0861739","Elite Squad","2007"
"tt0067185","Harold and Maude","1971"
"tt0072890","Dog Day Afternoon","1975"
"tt0032599","His Girl Friday","1940"
"tt1130884","Shutter Island","2010"
"tt0023969","Duck Soup","1933"
"tt0093191","Wings of Desire","1987"
"tt0107048","Groundhog Day","1993"
"tt0061722","The Graduate","1967"
"tt0401383","The Diving Bell and the Butterfly","2007"
"tt0088247","The Terminator","1984"
"tt0040746","Rope","1948"
"tt0058461","Per un pugno di dollari","1964"
"tt0070511","Papillon","1973"
"tt0381681","Before Sunset","2004"
"tt1392214","Prisoners","2013"
"tt0056218","The Manchurian Candidate","1962"
"tt0044081","A Streetcar Named Desire","1951"
"tt0072431","Young Frankenstein","1974"
"tt0903624","The Hobbit: An Unexpected Journey","2012"
"tt1010048","Slumdog Millionaire","2008"
"tt0454876","Life of Pi","2012"
"tt0056923","Charade","1963"
"tt0065214","The Wild Bunch","1969"
"tt0101414","Beauty and the Beast","1991"
"tt0078841","Being There","1979"
"tt2209418","Before Midnight","2013"
"tt0020629","All Quiet on the Western Front","1930"
"tt0117666","Sling Blade","1996"
"tt0066206","Patton","1970"
"tt0010323","The Cabinet of Dr. Caligari","1920"
"tt0107688","The Nightmare Before Christmas","1993"
"tt0097123","Crimes and Misdemeanors","1989"
"tt0796366","Star Trek","2009"
"tt0947798","Black Swan","2010"
"tt0077402","Dawn of the Dead","1978"
"tt0079522","Manhattan","1979"
"tt0319061","Big Fish","2003"
"tt0276919","Dogville","2003"
"tt0450259","Blood Diamond","2006"
"tt0120382","The Truman Show","1998"
"tt0029843","The Adventures of Robin Hood","1938"
"tt0088258","This Is Spinal Tap","1984"
"tt0088846","Brazil","1985"
"tt0166896","The Straight Story","1999"
"tt0140888","Central Station","1998"
"tt0102138","JFK","1991"
"tt0107290","Jurassic Park","1993"
"tt1655442","The Artist","2011"
"tt0049730","The Searchers","1956"
"tt0175880","Magnolia","1999"
"tt0287467","Talk to Her","2002"
"tt0070047","The Exorcist","1973"
"tt0030341","The Lady Vanishes","1938"
"tt0168629","Dancer in the Dark","2000"
"tt0095953","Rain Man","1988"
"tt0061811","In the Heat of the Night","1967"
"tt0059113","Doctor Zhivago","1965"
"tt0074119","All the President's Men","1976"
"tt0084503","Pink Floyd The Wall","1982"
"tt2278871","Blue Is the Warmest Color","2013"
"tt0790636","Dallas Buyers Club","2013"
"tt0036342","Shadow of a Doubt","1943"
"tt0068182","Aguirre, the Wrath of God","1972"
"tt0015648","Battleship Potemkin","1925"
"tt0365748","Shaun of the Dead","2004"
"tt0077405","Days of Heaven","1978"
"tt0347048","Head-On","2004"
"tt0013442","Nosferatu","1922"
"tt1136608","District 9","2009"
"tt0099348","Dances with Wolves","1990"
"tt0063350","Night of the Living Dead","1968"
"tt1139797","Let the Right One In","2008"
"tt0352248","Cinderella Man","2005"
"tt0021884","Frankenstein","1931"
"tt0283509","No Man's Land","2001"
"tt0108394","Three Colors: Blue","1993"
"tt0379786","Serenity","2005"
"tt1182345","Moon","2009"
"tt0378194","Kill Bill: Vol. 2","2004"
"tt0059742","The Sound of Music","1965"
"tt0756683","The Man from Earth","2007"
"tt0099487","Edward Scissorhands","1990"
"tt0063522","Rosemary's Baby","1968"
"tt0327056","Mystic River","2003"
"tt0332280","The Notebook","2004"
"tt0091167","Hannah and Her Sisters","1986"
"tt0108399","True Romance","1993"
"tt0064665","Midnight Cowboy","1969"
"tt0043265","The African Queen","1951"
"tt0907657","Once","2006"
"tt1535109","Captain Phillips","2013"
"tt0780536","In Bruges","2008"
"tt0094226","The Untouchables","1987"
"tt0166924","Mulholland Dr.","2001"
"tt0097441","Glory","1989"
"tt0054331","Spartacus","1960"
"tt0024216","King Kong","1933"
"tt0264464","Catch Me If You Can","2002"
"tt0063442","Planet of the Apes","1968"
"tt0080455","The Blues Brothers","1980"
"tt0498380","Letters from Iwo Jima","2006"
"tt0381061","Casino Royale","2006"
"tt0071360","The Conversation","1974"
"tt0053472","Breathless","1960"
"tt0181875","Almost Famous","2000"
"tt0299977","Ying xiong","2002"
"tt0097202","The Killer","1989"
"tt0097165","Dead Poets Society","1989"
"tt1125849","The Wrestler","2008"
"tt0107943","The Remains of the Day","1993"
"tt0104684","Hard Boiled","1992"
"tt0499549","Avatar","2009"
"tt0022913","Freaks","1932"
"tt0061418","Bonnie and Clyde","1967"
"tt0105323","Scent of a Woman","1992"
"tt0088847","The Breakfast Club","1985"
"tt0109707","Ed Wood","1994"
"tt0087553","The Killing Fields","1984"
"tt0026138","The Bride of Frankenstein","1935"
"tt0375679","Crash","2004"
"tt0185125","All About My Mother","1999"
"tt0073341","The Man Who Would Be King","1975"
"tt0140352","The Insider","1999"
"tt0086197","The Right Stuff","1983"
"tt0206634","Children of Men","2006"
"tt1235166","A Prophet","2009"
"tt0454921","The Pursuit of Happyness","2006"
"tt0069762","Badlands","1973"
"tt0100150","Miller's Crossing","1990"
"tt0075029","The Outlaw Josey Wales","1976"
"tt0058385","My Fair Lady","1964"
"tt0485947","Mr. Nobody","2009"
"tt0258463","The Bourne Identity","2002"
"tt0115751","Breaking the Waves","1996"
"tt0144117","The Boondock Saints","1999"
"tt0247586","Nine Queens","2000"
"tt1032846","4 Months, 3 Weeks and 2 Days","2007"
"tt0300140","Lilya 4-Ever","2002"
"tt0190332","Crouching Tiger, Hidden Dragon","2000"
"tt0460791","The Fall","2006"
"tt0371746","Iron Man","2008"
"tt0964517","The Fighter","2010"
"tt0068327","Cabaret","1972"
"tt0097216","Do the Right Thing","1989"
"tt0106519","Carlito's Way","1993"
"tt0358273","Walk the Line","2005"
"tt0077651","Halloween","1978"
"tt0372824","The Chorus","2004"
"tt0449059","Little Miss Sunshine","2006"
"tt0104348","Glengarry Glen Ross","1992"
"tt1408101","Star Trek Into Darkness","2013"
"tt0936501","Taken","2008"
"tt0026029","The 39 Steps","1935"
"tt0049833","The Ten Commandments","1956"
"tt0090967","Down by Law","1986"
"tt0109445","Clerks.","1994"
"tt0097937","My Left Foot","1989"
"tt0091042","Ferris Bueller's Day Off","1986"
"tt1045658","Silver Linings Playbook","2012"
"tt0425112","Hot Fuzz","2007"
"tt1568346","The Girl with the Dragon Tattoo","2011"
"tt0412080","The World's Fastest Indian","2005"
"tt1951264","The Hunger Games: Catching Fire","2013"
"tt0418455","Adam's Apples","2005"
"tt0118749","Boogie Nights","1997"
"tt0151804","Office Space","1999"
"tt1821549","Nebraska","2013"
"tt0081283","Ordinary People","1980"
"tt0389557","Black Book","2006"
"tt1924396","La migliore offerta","2013"
"tt0092991","Evil Dead II","1987"
"tt0043456","The Day the Earth Stood Still","1951"
"tt0318462","The Motorcycle Diaries","2004"
"tt0083866","E.T. the Extra-Terrestrial","1982"
"tt0116477","Hamlet","1996"
"tt0093773","Predator","1987"
"tt0108358","Tombstone","1993"
"tt0780504","Drive","2011"
"tt0338309","Evil","2003"
"tt0125659","Open Your Eyes","1997"
"tt0298845","In America","2002"
"tt0032455","Fantasia","1940"
"tt1119646","The Hangover","2009"
"tt1602620","Amour","2012"
"tt0067992","Willy Wonka & the Chocolate Factory","1971"
"tt0054047","The Magnificent Seven","1960"
"tt1024648","Argo","2012"
"tt0067116","The French Connection","1971"
"tt0421715","The Curious Case of Benjamin Button","2008"
"tt0049366","Invasion of the Body Snatchers","1956"
"tt0119177","Gattaca","1997"
"tt0048545","Rebel Without a Cause","1955"
"tt1132620","The Girl with the Dragon Tattoo","2009"
"tt2194499","About Time","2013"
"tt1022603","(500) Days of Summer","2009"
"tt0045793","From Here to Eternity","1953"
"tt0130827","Run Lola Run","1998"
"tt1285016","The Social Network","2010"
"tt0095647","Mississippi Burning","1988"
"tt0765429","American Gangster","2007"
"tt1748122","Moonrise Kingdom","2012"
"tt1188996","My Name Is Khan","2010"
"tt0100157","Misery","1990"
"tt0190590","O Brother, Where Art Thou?","2000"
"tt0914798","The Boy in the Striped Pajamas","2008"
"tt0090756","Blue Velvet","1986"
"tt0059646","Repulsion","1965"
"tt0102536","Night on Earth","1991"
"tt0104691","The Last of the Mohicans","1992"
"tt0080339","Airplane!","1980"
"tt0147612","Happiness","1998"
"tt0092965","Empire of the Sun","1987"
"tt0066999","Dirty Harry","1971"
"tt0093389","The Last Emperor","1987"
"tt0783233","Atonement","2007"
"tt0308644","Finding Neverland","2004"
"tt0061578","The Dirty Dozen","1967"
"tt0335266","Lost in Translation","2003"
"tt0132477","October Sky","1999"
"tt1270798","X-Men: First Class","2011"
"tt0414387","Pride & Prejudice","2005"
"tt0250258","The Experiment","2001"
"tt0054698","Breakfast at Tiffany's","1961"
"tt0381849","3:10 to Yuma","2007"
"tt0432283","Fantastic Mr. Fox","2009"
"tt0472043","Apocalypto","2006"
"tt0087332","Ghostbusters","1984"
"tt0056197","The Longest Day","1962"
"tt1250777","Kick-Ass","2010"
"tt0120601","Being John Malkovich","1999"
"tt0824747","Changeling","2008"
"tt0106977","The Fugitive","1993"
"tt0425210","Lucky Number Slevin","2006"
"tt0088939","The Color Purple","1985"
"tt0091605","The Name of the Rose","1986"
"tt0266308","Battle Royale","2000"
"tt0071230","Blazing Saddles","1974"
"tt0058150","Goldfinger","1964"
"tt1149362","The White Ribbon","2009"
"tt0416449","300","2006"
"tt0373074","Kung Fu Hustle","2004"
"tt1091191","Lone Survivor","2013"
"tt0056869","The Birds","1963"
"tt0089218","The Goonies","1985"
"tt0118929","Dark City","1998"
"tt0119008","Donnie Brasco","1997"
"tt0096874","Back to the Future Part II","1989"
"tt0068473","Deliverance","1972"
"tt0350258","Ray","2004"
"tt1074638","Skyfall","2012"
"tt1306980","50/50","2011"
"tt0047437","Sabrina","1954"
"tt0419677","Dead Man's Shoes","2004"
"tt0070666","Serpico","1973"
"tt0119174","The Game","1997"
"tt0243017","Waking Life","2001"
"tt0108550","What's Eating Gilbert Grape","1993"
"tt0421082","Control","2007"
"tt0101700","Delicatessen","1991"
"tt0340377","The Station Agent","2003"
"tt0112817","Dead Man","1995"
"tt0101507","Boyz n the Hood","1991"
"tt0486655","Stardust","2007"
"tt0344510","A Very Long Engagement","2004"
"tt0058331","Mary Poppins","1964"
"tt0128445","Rushmore","1998"
"tt0364517","Love Me If You Dare","2003"
"tt0315733","21 Grams","2003"
"tt0370986","Mysterious Skin","2004"
"tt0119822","As Good as It Gets","1997"
"tt0301357","Good Bye Lenin!","2003"
"tt0079417","Kramer vs. Kramer","1979"
"tt0268126","Adaptation.","2002"
"tt0361862","The Machinist","2004"
"tt0257044","Road to Perdition","2002"
"tt0108037","The Sandlot","1993"
"tt0328107","Man on Fire","2004"
"tt0101410","Barton Fink","1991"
"tt0085794","The King of Comedy","1982"
"tt0304141","Harry Potter and the Prisoner of Azkaban","2004"
"tt1156398","Zombieland","2009"
"tt0106489","A Bronx Tale","1993"
"tt0372183","The Bourne Supremacy","2004"
"tt0240772","Ocean's Eleven","2001"
"tt0150662","Show Me Love","1998"
"tt0120669","Fear and Loathing in Las Vegas","1998"
"tt0455590","The Last King of Scotland","2006"
"tt0084726","Star Trek II: The Wrath of Khan","1982"
"tt0870111","Frost/Nixon","2008"
"tt0049223","Forbidden Planet","1956"
"tt0307901","25th Hour","2002"
"tt0089853","The Purple Rose of Cairo","1985"
"tt0452623","Gone Baby Gone","2007"
"tt0108122","Short Cuts","1993"
"tt0112682","The City of Lost Children","1995"
"tt1683526","Detachment","2011"
"tt0416320","Match Point","2005"
"tt0314331","Love Actually","2003"
"tt1078188","Boy A","2007"
"tt0817177","Flipped","2010"
"tt0245844","The Count of Monte Cristo","2002"
"tt0265086","Black Hawk Down","2001"
"tt0210945","Remember the Titans","2000"
"tt2431286","Philomena","2013"
"tt1707386","Les Misérables","2012"
"tt0099077","Awakenings","1990"
"tt0325710","The Last Samurai","2003"
"tt0063462","The Producers","1967"
"tt0114388","Sense and Sensibility","1995"
"tt0070034","Enter the Dragon","1973"
"tt0289879","The Butterfly Effect","2004"
"tt0878804","The Blind Side","2009"
"tt0075860","Close Encounters of the Third Kind","1977"
"tt0388795","Brokeback Mountain","2005"
"tt0111507","Three Colors: White","1994"
"tt0117631","Shine","1996"
"tt0857191","The Visitor","2007"
"tt0086979","Blood Simple.","1984"
"tt0080120","The Warriors","1979"
"tt0121766","Star Wars: Episode III - Revenge of the Sith","2005"
"tt0104797","Malcolm X","1992"
"tt1403865","True Grit","2010"
"tt0462322","Grindhouse","2007"
"tt0249462","Billy Elliot","2000"
"tt0387564","Saw","2004"
"tt0446059","Fearless","2006"
"tt0094947","Dangerous Liaisons","1988"
"tt0056193","Lolita","1962"
"tt0450188","La Vie en Rose","2007"
"tt0480025","This Is England","2006"
"tt0065207","Where Eagles Dare","1968"
"tt0106677","Dazed and Confused","1993"
"tt0120338","Titanic","1997"
"tt0373469","Kiss Kiss Bang Bang","2005"
"tt0765443","Eastern Promises","2007"
"tt0107818","Philadelphia","1993"
"tt1605783","Midnight in Paris","2011"
"tt0327597","Coraline","2009"
"tt0298228","Whale Rider","2002"
"tt0139654","Training Day","2001"
"tt0203009","Moulin Rouge!","2001"
"tt0117381","Primal Fear","1996"
"tt0926084","Harry Potter and the Deathly Hallows: Part 1","2010"
"tt2140373","Saving Mr. Banks","2013"
"tt0066026","MASH","1970"
"tt1542344","127 Hours","2010"
"tt0105151","The Player","1992"
"tt1242422","Celda 211","2009"
"tt0070917","The Wicker Man","1973"
"tt1340107","In a Better World","2010"
"tt0088680","After Hours","1985"
"tt0162222","Cast Away","2000"
"tt1013753","Milk","2008"
"tt0095250","The Big Blue","1988"
"tt0420223","Stranger Than Fiction","2006"
"tt0038109","Spellbound","1945"
"tt0475276","United 93","2006"
"tt0181865","Traffic","2000"
"tt0060176","Blow-Up","1966"
"tt1855199","End of Watch","2012"
"tt0116922","Lost Highway","1997"
"tt0096438","Who Framed Roger Rabbit","1988"
"tt0104940","The Muppet Christmas Carol","1992"
"tt2042568","Inside Llewyn Davis","2013"
"tt0443706","Zodiac","2007"
"tt0245574","Y Tu Mamá También","2001"
"tt0181689","Minority Report","2002"
"tt0454848","Inside Man","2006"
"tt0077928","Midnight Express","1978"
"tt0427944","Thank You for Smoking","2005"
"tt0829482","Superbad","2007"
"tt0021814","Dracula","1931"
"tt0077975","Animal House","1978"
"tt0408306","Munich","2005"
"tt0068699","High Plains Drifter","1973"
"tt0055614","West Side Story","1961"
"tt0289043","28 Days Later...","2002"
"tt0333766","Garden State","2004"
"tt0065938","Kelly's Heroes","1970"
"tt0814314","Seven Pounds","2008"
"tt0083944","First Blood","1982"
"tt0315983","House of Sand and Fog","2003"
"tt0419887","The Kite Runner","2007"
"tt0443543","The Illusionist","2006"
"tt0099674","The Godfather: Part III","1990"
"tt0095497","The Last Temptation of Christ","1988"
"tt0409459","Watchmen","2009"
"tt0399295","Lord of War","2005"
"tt0098635","When Harry Met Sally...","1989"
"tt0119116","The Fifth Element","1997"
"tt0816442","The Book Thief","2013"
"tt0154506","Following","1998"
"tt0106308","Army of Darkness","1992"
"tt0887912","The Hurt Locker","2008"
"tt0109506","The Crow","1994"
"tt0061852","The Jungle Book","1967"
"tt0363226","The Blind Swordsman: Zatoichi","2003"
"tt0404203","Little Children","2006"
"tt0093409","Lethal Weapon","1987"
"tt0230600","The Others","2001"
"tt0101921","Fried Green Tomatoes","1991"
"tt1189073","La piel que habito","2011"
"tt0243133","The Man Who Wasn't There","2001"
"tt0095159","A Fish Called Wanda","1988"
"tt0104257","A Few Good Men","1992"
"tt0221027","Blow","2001"
"tt0988045","Sherlock Holmes","2009"
"tt0277027","I Am Sam","2001"
"tt0441909","Volver","2006"
"tt0813547","The Counterfeiters","2007"
"tt0265666","The Royal Tenenbaums","2001"
"tt0103873","Braindead","1992"
"tt0095705","The Naked Gun: From the Files of Police Squad!","1988"
"tt0120863","The Thin Red Line","1998"
"tt1649419","The Impossible","2012"
"tt0099810","The Hunt for Red October","1990"
"tt0119167","Funny Games","1997"
"tt1433811","Disconnect","2012"
"tt0144084","American Psycho","2000"
"tt0330373","Harry Potter and the Goblet of Fire","2005"
"tt0467406","Juno","2007"
"tt0091217","Hoosiers","1986"
"tt0808357","Lust, Caution","2007"
"tt0079116","Escape from Alcatraz","1979"
"tt0375063","Sideways","2004"
"tt0082694","Mad Max 2: The Road Warrior","1981"
"tt0054953","The Guns of Navarone","1961"
"tt0970179","Hugo","2011"
"tt0096754","The Abyss","1989"
"tt0976051","The Reader","2008"
"tt0075005","The Omen","1976"
"tt1465522","Tucker & Dale vs. Evil","2010"
"tt0106856","Falling Down","1993"
"tt0238380","Equilibrium","2002"
"tt1899353","The Raid: Redemption","2011"
"tt1371111","Cloud Atlas","2012"
"tt0146882","High Fidelity","2000"
"tt0112818","Dead Man Walking","1995"
"tt0327137","Secondhand Lions","2003"
"tt0097351","Field of Dreams","1989"
"tt1210166","Moneyball","2011"
"tt0113627","Leaving Las Vegas","1995"
"tt0105046","Of Mice and Men","1992"
"tt1315981","A Single Man","2009"
"tt0083907","The Evil Dead","1981"
"tt0087469","Indiana Jones and the Temple of Doom","1984"
"tt0082010","An American Werewolf in London","1981"
"tt0112384","Apollo 13","1995"
"tt0369339","Collateral","2004"
"tt0095631","Midnight Run","1988"
"tt0215750","Enemy at the Gates","2001"
"tt0840361","The Town","2010"
"tt0112864","Die Hard: With a Vengeance","1995"
"tt0443680","The Assassination of Jesse James by the Coward Robert Ford","2007"
"tt0427309","The Great Debaters","2007"
"tt0171804","Boys Don't Cry","1999"
"tt0107822","The Piano","1993"
"tt0110148","Interview with the Vampire: The Vampire Chronicles","1994"
"tt0165798","Ghost Dog: The Way of the Samurai","1999"
"tt0093748","Planes, Trains & Automobiles","1987"
"tt1614989","Hodejegerne","2011"
"tt1318514","Rise of the Planet of the Apes","2011"
"tt0096895","Batman","1989"
"tt1063669","The Wave","2008"
"tt0362225","Tell No One","2006"
"tt0087781","The Natural","1984"
"tt0385004","House of Flying Daggers","2004"
"tt0453562","42","2013"
"tt0433383","Good Night, and Good Luck.","2005"
"tt1457767","The Conjuring","2013"
"tt0274558","The Hours","2002"
"tt0085959","The Meaning of Life","1983"
"tt0426931","August Rush","2007"
"tt0117731","Star Trek: First Contact","1996"
"tt0099871","Jacob's Ladder","1990"
"tt0067800","Straw Dogs","1971"
"tt0127536","Elizabeth","1998"
"tt0490204","Reign Over Me","2007"
"tt0264796","Life as a House","2001"
"tt0305206","American Splendor","2003"
"tt0101889","The Fisher King","1991"
"tt0385002","Green Street Hooligans","2005"
